City,StateName,Date,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values
Albuquerque,NM,2018-08-31,394312,"Albuquerque, NM",msa,62,38.0,20.0,50.0,198365.0,204679.8960021518
Battle Creek,MI,2018-08-31,394368,"Battle Creek, MI",msa,318,39.0,23.0,41.0,109489.0,51312.33665006981
Chattanooga,TN,2018-08-31,394460,"Chattanooga, TN",msa,102,33.0,15.0,49.0,161532.0,153723.25052853115
Eugene,OR,2018-08-31,394576,"Eugene, OR",msa,146,35.0,12.0,58.0,278881.0,327030.64431305404
Lansing,MI,2018-08-31,394770,"Lansing, MI",msa,107,27.0,29.0,44.0,136192.0,80393.4449439009
Newport,OR,2018-08-31,753905,"Newport, OR",msa,604,41.0,43.0,41.0,289808.0,316272.4601256918
Olympia,WA,2018-08-31,394937,"Olympia, WA",msa,172,34.0,9.0,60.0,295470.0,311651.5576363132
Providence,RI,2018-08-31,395005,"Providence, RI",msa,39,42.0,24.0,53.0,261249.0,198222.80704195384
Riverside,CA,2018-08-31,395025,"Riverside, CA",msa,13,32.0,24.0,57.0,347205.0,382001.35320171894
Rockford,IL,2018-08-31,395033,"Rockford, IL",msa,153,37.0,19.0,38.0,117997.0,88855.37834077691
Santa Rosa,CA,2018-08-31,395068,"Santa Rosa, CA",msa,112,28.0,18.0,48.0,618231.0,514173.17001843225
Sebastian,FL,2018-08-31,395079,"Sebastian, FL",msa,274,31.0,71.0,36.0,214666.0,238591.65435020463
Tucson,AZ,2018-08-31,395167,"Tucson, AZ",msa,54,35.0,16.0,55.0,193888.0,171934.63759970336
Waco,TX,2018-08-31,395197,"Waco, TX",msa,178,27.0,33.0,43.0,179377.0,101964.72384288718
Wichita,KS,2018-08-31,395224,"Wichita, KS",msa,94,32.0,21.0,97.0,150119.0,80534.30271685272
Wilmington,NC,2018-08-31,395229,"Wilmington, NC",msa,174,36.0,24.0,46.0,229476.0,232893.86890502693
Ann Arbor,MI,2018-09-30,394332,"Ann Arbor, MI",msa,148,35.0,17.0,45.0,256383.0,367212.02185927535
Binghamton,NY,2018-09-30,394387,"Binghamton, NY",msa,195,45.0,48.0,25.0,113483.0,100935.07255391032
Charlottesville,VA,2018-09-30,394459,"Charlottesville, VA",msa,212,42.0,41.0,41.0,269208.0,324932.6094909198
Denver,CO,2018-09-30,394530,"Denver, CO",msa,19,31.0,12.0,52.0,391724.0,439340.58335042524
Flint,MI,2018-09-30,394596,"Flint, MI",msa,135,35.0,18.0,38.0,139544.0,23141.120475841115
Jackson,MS,2018-09-30,394711,"Jackson, MS",msa,98,33.0,33.0,33.0,168911.0,44251.39943248321
Kalamazoo,MI,2018-09-30,394732,"Kalamazoo, MI",msa,190,38.0,15.0,35.0,148975.0,103427.93561617436
Lansing,MI,2018-09-30,394770,"Lansing, MI",msa,107,26.0,32.0,42.0,136029.0,79892.7046649528
Las Cruces,NM,2018-09-30,394773,"Las Cruces, NM",msa,214,36.0,30.0,40.0,183353.0,253802.6464117119
Las Vegas,NV,2018-09-30,394775,"Las Vegas, NV",msa,30,30.0,16.0,54.0,265235.0,274229.2600552238
Nashville,TN,2018-09-30,394902,"Nashville, TN",msa,37,33.0,21.0,48.0,251571.0,259265.9289111212
Provo,UT,2018-09-30,395006,"Provo, UT",msa,92,28.0,16.0,58.0,300349.0,283518.7324890426
Spokane,WA,2018-09-30,395113,"Spokane, WA",msa,100,24.0,29.0,53.0,222107.0,249895.73647721318
Syracuse,NY,2018-09-30,395143,"Syracuse, NY",msa,91,44.0,45.0,38.0,135524.0,94969.85422356101
Visalia,CA,2018-09-30,395195,"Visalia, CA",msa,119,32.0,21.0,50.0,218412.0,253813.48127182145
Ann Arbor,MI,2018-10-31,394332,"Ann Arbor, MI",msa,148,33.0,22.0,44.0,254902.0,367966.16233351413
Columbus,OH,2018-10-31,394492,"Columbus, OH",msa,32,35.0,11.0,44.0,177439.0,168307.67903587024
Dallas,TX,2018-10-31,394514,"Dallas, TX",msa,4,21.0,31.0,49.0,251215.0,261753.01704448395
Duluth,MN,2018-10-31,394543,"Duluth, MN",msa,171,37.0,32.0,30.0,148762.0,170927.16652415326
Fort Collins,CO,2018-10-31,394602,"Fort Collins, CO",msa,152,33.0,28.0,50.0,368931.0,409734.8591127312
Greenville,SC,2018-10-31,394653,"Greenville, SC",msa,61,35.0,21.0,45.0,176563.0,175223.78124290804
Hartford,CT,2018-10-31,394669,"Hartford, CT",msa,49,45.0,34.0,48.0,211935.0,117029.04750187504
Jackson,MS,2018-10-31,394711,"Jackson, MS",msa,98,34.0,36.0,32.0,172435.0,44031.32760821842
Johnson City,TN,2018-10-31,394726,"Johnson City, TN",msa,224,34.0,28.0,34.0,143334.0,110309.3609641874
Lakeland,FL,2018-10-31,394766,"Lakeland, FL",msa,82,34.0,18.0,50.0,173974.0,134038.98931658323
Lebanon,PA,2018-10-31,394783,"Lebanon, PA",msa,306,39.0,22.0,44.0,162920.0,155022.76325664192
Longview,WA,2018-10-31,394804,"Longview, WA",msa,368,35.0,19.0,56.0,241976.0,227753.53408542406
Provo,UT,2018-10-31,395006,"Provo, UT",msa,92,28.0,20.0,57.0,301113.0,285071.66346319503
Savannah,GA,2018-10-31,395070,"Savannah, GA",msa,138,34.0,34.0,50.0,199626.0,133057.63335269803
Vallejo,CA,2018-10-31,395183,"Vallejo, CA",msa,123,29.0,24.0,48.0,426318.0,400628.50824140327
York,PA,2018-10-31,395244,"York, PA",msa,122,39.0,30.0,50.0,163757.0,165390.18047176945
Akron,OH,2018-11-30,394304,"Akron, OH",msa,83,23.0,44.0,36.0,138189.0,65855.1468483867
Albuquerque,NM,2018-11-30,394312,"Albuquerque, NM",msa,62,37.0,33.0,50.0,194332.0,206566.13534572508
Baltimore,MD,2018-11-30,394358,"Baltimore, MD",msa,20,36.0,34.0,49.0,259375.0,133030.88043990906
Binghamton,NY,2018-11-30,394387,"Binghamton, NY",msa,195,42.0,67.0,22.0,115016.0,101418.69244052311
Cleveland,OH,2018-11-30,394475,"Cleveland, OH",msa,35,23.0,46.0,37.0,132521.0,56696.094837494136
Gainesville,FL,2018-11-30,394622,"Gainesville, FL",msa,155,33.0,42.0,42.0,175930.0,186533.8022217841
Gettysburg,PA,2018-11-30,394630,"Gettysburg, PA",msa,382,40.0,39.0,39.0,196208.0,251712.04195199817
Kalamazoo,MI,2018-11-30,394732,"Kalamazoo, MI",msa,190,38.0,23.0,35.0,150498.0,106235.31107410521
Lansing,MI,2018-11-30,394770,"Lansing, MI",msa,107,25.0,42.0,42.0,132975.0,78696.46126262144
Longview,WA,2018-11-30,394804,"Longview, WA",msa,368,34.0,21.0,52.0,246702.0,228456.3757685348
Manchester,NH,2018-11-30,394820,"Manchester, NH",msa,131,42.0,25.0,50.0,268474.0,232380.39242028192
Phoenix,AZ,2018-11-30,394976,"Phoenix, AZ",msa,11,23.0,29.0,52.0,257142.0,251094.13423919992
Rochester,NY,2018-11-30,395031,"Rochester, NY",msa,52,46.0,29.0,26.0,140139.0,99912.21147621755
Savannah,GA,2018-11-30,395070,"Savannah, GA",msa,138,33.0,33.0,50.0,198748.0,133280.4894983799
Scranton,PA,2018-11-30,395075,"Scranton, PA",msa,101,38.0,80.0,13.0,117037.0,76310.95829028198
Waterloo,IA,2018-11-30,395210,"Waterloo, IA",msa,261,31.0,55.0,23.0,133420.0,63778.8818577037
Bend,OR,2018-12-31,394380,"Bend, OR",msa,232,35.0,55.0,54.0,382815.0,428242.3667076311
Boston,MA,2018-12-31,394404,"Boston, MA",msa,10,43.0,24.0,55.0,427055.0,649507.9846363202
Buffalo,NY,2018-12-31,394425,"Buffalo, NY",msa,50,59.0,33.0,52.0,150461.0,104636.40731209812
Charlotte,NC,2018-12-31,394458,"Charlotte, NC",msa,23,34.0,23.0,51.0,215743.0,219914.089686652
Chico,CA,2018-12-31,394464,"Chico, CA",msa,215,30.0,24.0,84.0,296329.0,313744.91020455596
Dover,DE,2018-12-31,394539,"Dover, DE",msa,244,37.0,40.0,50.0,204240.0,223694.3538229342
Eugene,OR,2018-12-31,394576,"Eugene, OR",msa,146,34.0,28.0,56.0,283413.0,331101.88267849386
Flagstaff,AZ,2018-12-31,394595,"Flagstaff, AZ",msa,302,33.0,53.0,42.0,341083.0,383714.31586389174
Gainesville,FL,2018-12-31,394622,"Gainesville, FL",msa,155,33.0,44.0,46.0,177339.0,187872.6692349088
Hickory,NC,2018-12-31,394679,"Hickory, NC",msa,150,36.0,32.0,41.0,143014.0,141414.28043394882
Hilton Head Island,SC,2018-12-31,394681,"Hilton Head Island, SC",msa,216,38.0,60.0,40.0,293604.0,440452.2013780235
Huntsville,AL,2018-12-31,394698,"Huntsville, AL",msa,114,32.0,23.0,53.0,175129.0,200549.6770058527
Lawrence,KS,2018-12-31,394778,"Lawrence, KS",msa,349,33.0,35.0,45.0,203610.0,181924.29887164567
Lexington,KY,2018-12-31,394792,"Lexington, KY",msa,110,34.0,36.0,40.0,175425.0,153163.4506028945
Madison,WI,2018-12-31,394816,"Madison, WI",msa,88,23.0,56.0,48.0,251703.0,261569.85875357286
Memphis,TN,2018-12-31,394849,"Memphis, TN",msa,44,20.0,41.0,52.0,152684.0,89029.16194001591
Philadelphia,PA,2018-12-31,394974,"Philadelphia, PA",msa,7,38.0,37.0,47.0,214261.0,192316.6397130005
Providence,RI,2018-12-31,395005,"Providence, RI",msa,39,39.0,43.0,49.0,264797.0,207681.51219461713
Spartanburg,SC,2018-12-31,395109,"Spartanburg, SC",msa,160,33.0,27.0,43.0,142874.0,95512.53972824484
Tampa,FL,2018-12-31,395148,"Tampa, FL",msa,18,34.0,26.0,46.0,202608.0,239493.02150224816
Youngstown,OH,2018-12-31,395245,"Youngstown, OH",msa,106,19.0,65.0,26.0,97972.0,25626.998975309238
Austin,TX,2019-01-31,394355,"Austin, TX",msa,29,30.0,36.0,57.0,309412.0,376171.6917392877
Charlottesville,VA,2019-01-31,394459,"Charlottesville, VA",msa,212,41.0,67.0,42.0,275132.0,327697.5507585124
Dallas,TX,2019-01-31,394514,"Dallas, TX",msa,4,20.0,42.0,56.0,251076.0,263034.82501796953
Denver,CO,2019-01-31,394530,"Denver, CO",msa,19,31.0,22.0,62.0,392673.0,442843.9970240842
Gettysburg,PA,2019-01-31,394630,"Gettysburg, PA",msa,382,41.0,44.0,45.0,184945.0,252641.99052348034
Greenville,SC,2019-01-31,394653,"Greenville, SC",msa,61,35.0,35.0,50.0,179842.0,184352.28843298886
Hilton Head Island,SC,2019-01-31,394681,"Hilton Head Island, SC",msa,216,38.0,64.0,40.0,292018.0,442858.82138792204
Jonesboro,AR,2019-01-31,394728,"Jonesboro, AR",msa,323,33.0,67.0,34.0,137634.0,155144.41084369356
Knoxville,TN,2019-01-31,394753,"Knoxville, TN",msa,65,33.0,35.0,49.0,173891.0,141155.2244073625
Las Vegas,NV,2019-01-31,394775,"Las Vegas, NV",msa,30,31.0,35.0,54.0,271114.0,278198.808101175
Little Rock,AR,2019-01-31,394798,"Little Rock, AR",msa,81,23.0,89.0,39.0,153795.0,131162.68980705697
Minneapolis,MN,2019-01-31,394865,"Minneapolis, MN",msa,16,27.0,45.0,66.0,253273.0,268398.6512195551
Norwich,CT,2019-01-31,394924,"Norwich, CT",msa,185,44.0,65.0,49.0,219623.0,190235.20702734563
San Jose,CA,2019-01-31,395059,"San Jose, CA",msa,36,28.0,29.0,59.0,1064173.0,957134.3453666315
Tulsa,OK,2019-01-31,395169,"Tulsa, OK",msa,56,32.0,61.0,49.0,148088.0,140584.115671106
Virginia Beach,VA,2019-01-31,395194,"Virginia Beach, VA",msa,38,24.0,71.0,54.0,221771.0,342391.09165518044
Akron,OH,2019-02-28,394304,"Akron, OH",msa,83,23.0,53.0,52.0,139274.0,69319.10700924281
Albany,NY,2019-02-28,394308,"Albany, NY",msa,64,49.0,60.0,57.0,185594.0,189939.30774507672
Breckenridge,CO,2019-02-28,753871,"Breckenridge, CO",msa,811,36.0,33.0,48.0,577742.0,851646.5638663486
Dayton,OH,2019-02-28,845158,"Dayton, OH",msa,74,30.0,39.0,52.0,127334.0,55101.09400594949
Des Moines,IA,2019-02-28,394531,"Des Moines, IA",msa,84,36.0,42.0,53.0,181433.0,141964.77061805586
Grand Rapids,MI,2019-02-28,394640,"Grand Rapids, MI",msa,53,33.0,19.0,65.0,183977.0,169442.90114006327
Greenville,SC,2019-02-28,394653,"Greenville, SC",msa,61,34.0,31.0,53.0,182393.0,187121.35153800354
Madison,WI,2019-02-28,394816,"Madison, WI",msa,88,21.0,54.0,68.0,250692.0,263992.6505542058
Mount Vernon,WA,2019-02-28,394890,"Mount Vernon, WA",msa,327,32.0,35.0,50.0,322522.0,299455.0890672546
New Bern,NC,2019-02-28,394905,"New Bern, NC",msa,341,35.0,22.0,52.0,139296.0,205310.66667286828
Panama City,FL,2019-02-28,394960,"Panama City, FL",msa,242,37.0,45.0,53.0,188484.0,212840.03989519962
Portland,OR,2019-02-28,394998,"Portland, OR",msa,25,32.0,32.0,64.0,378322.0,464304.25248211477
San Diego,CA,2019-02-28,395056,"San Diego, CA",msa,17,29.0,38.0,56.0,562385.0,550932.7627626597
Springfield,MO,2019-02-28,395116,"Springfield, MO",msa,118,34.0,39.0,52.0,144680.0,113912.78861545392
Traverse City,MI,2019-02-28,395163,"Traverse City, MI",msa,287,15.0,111.0,43.0,233780.0,299594.68268846016
Vallejo,CA,2019-02-28,395183,"Vallejo, CA",msa,123,30.0,35.0,62.0,409544.0,407820.4738765382
Ames,IA,2019-03-31,394325,"Ames, IA",msa,336,36.0,57.0,44.0,172204.0,207117.27956504968
Beaumont,TX,2019-03-31,394372,"Beaumont, TX",msa,140,33.0,34.0,48.0,154452.0,124617.92302908428
Binghamton,NY,2019-03-31,394387,"Binghamton, NY",msa,195,39.0,86.0,33.0,107627.0,101355.85222601188
Breckenridge,CO,2019-03-31,753871,"Breckenridge, CO",msa,811,36.0,33.0,47.0,591127.0,857779.6123455983
Durham,NC,2019-03-31,394549,"Durham, NC",msa,95,36.0,13.0,64.0,237312.0,276450.06332064536
Huntsville,AL,2019-03-31,394698,"Huntsville, AL",msa,114,34.0,22.0,59.0,174946.0,194555.42658934346
Johnson City,TN,2019-03-31,394726,"Johnson City, TN",msa,224,34.0,43.0,42.0,153253.0,113417.99474020097
Lebanon,PA,2019-03-31,394783,"Lebanon, PA",msa,306,38.0,23.0,57.0,165098.0,158068.5692596231
Longview,WA,2019-03-31,394804,"Longview, WA",msa,368,33.0,19.0,76.0,246515.0,236582.0396373661
Monroe,MI,2019-03-31,394873,"Monroe, MI",msa,283,33.0,36.0,52.0,164812.0,137096.25879621948
New Haven,CT,2019-03-31,394908,"New Haven, CT",msa,68,44.0,36.0,55.0,205835.0,157841.17480803787
Orlando,FL,2019-03-31,394943,"Orlando, FL",msa,22,35.0,25.0,52.0,235343.0,236940.2753491137
Oxnard,CA,2019-03-31,394952,"Oxnard, CA",msa,71,31.0,28.0,61.0,587481.0,471946.88062289567
Pensacola,FL,2019-03-31,394971,"Pensacola, FL",msa,111,33.0,30.0,53.0,181996.0,135611.66730408542
Reading,PA,2019-03-31,395015,"Reading, PA",msa,128,39.0,26.0,54.0,155204.0,200887.7643883805
Salem,OR,2019-03-31,395048,"Salem, OR",msa,126,30.0,32.0,66.0,279328.0,272491.9832124387
San Diego,CA,2019-03-31,395056,"San Diego, CA",msa,17,29.0,31.0,58.0,563885.0,549299.9995595911
San Francisco,CA,2019-03-31,395057,"San Francisco, CA",msa,12,26.0,16.0,88.0,867367.0,1350428.6946503764
Seattle,WA,2019-03-31,395078,"Seattle, WA",msa,15,30.0,13.0,77.0,446883.0,710356.9499557565
Vallejo,CA,2019-03-31,395183,"Vallejo, CA",msa,123,30.0,28.0,64.0,416517.0,409312.6409473797
Blacksburg,VA,2019-04-30,394392,"Blacksburg, VA",msa,265,36.0,18.0,57.0,175706.0,292390.2866367409
Bridgeport,CT,2019-04-30,394415,"Bridgeport, CT",msa,60,46.0,29.0,47.0,383440.0,147508.88049826236
College Station,TX,2019-04-30,394483,"College Station, TX",msa,189,28.0,56.0,42.0,223365.0,274370.54835079546
Johnson City,TN,2019-04-30,394726,"Johnson City, TN",msa,224,35.0,30.0,43.0,152274.0,114662.57182617055
Killeen,TX,2019-04-30,394746,"Killeen, TX",msa,120,32.0,15.0,63.0,157956.0,126352.68093305286
Las Cruces,NM,2019-04-30,394773,"Las Cruces, NM",msa,214,36.0,46.0,49.0,183459.0,235661.60112755746
Naples,FL,2019-04-30,394901,"Naples, FL",msa,147,35.0,75.0,33.0,309585.0,438239.5567936992
New Haven,CT,2019-04-30,394908,"New Haven, CT",msa,68,44.0,22.0,54.0,210517.0,157603.3182774913
New York,NY,2019-04-30,394913,"New York, NY",msa,1,50.0,51.0,56.0,389625.0,646531.0032061036
Ogden,UT,2019-04-30,394931,"Ogden, UT",msa,87,27.0,14.0,69.0,279427.0,205473.54791737327
Olympia,WA,2019-04-30,394937,"Olympia, WA",msa,172,32.0,7.0,82.0,312947.0,328286.05807257764
Portland,OR,2019-04-30,394998,"Portland, OR",msa,25,31.0,13.0,68.0,383744.0,467127.0228001699
Rochester,MN,2019-04-30,395030,"Rochester, MN",msa,207,30.0,17.0,67.0,207290.0,221255.198496896
Rockford,IL,2019-04-30,395033,"Rockford, IL",msa,153,35.0,27.0,62.0,122199.0,92673.40523958835
Saginaw,MI,2019-04-30,395047,"Saginaw, MI",msa,233,30.0,31.0,53.0,102252.0,29302.535840675617
San Diego,CA,2019-04-30,395056,"San Diego, CA",msa,17,29.0,24.0,59.0,565982.0,550184.8270626584
Waco,TX,2019-04-30,395197,"Waco, TX",msa,178,30.0,21.0,55.0,175348.0,107169.87563787098
Waterloo,IA,2019-04-30,395210,"Waterloo, IA",msa,261,39.0,43.0,48.0,137331.0,67259.85743964749
Cape Coral,FL,2019-05-31,394440,"Cape Coral, FL",msa,78,36.0,62.0,37.0,222843.0,285436.77093013056
Chattanooga,TN,2019-05-31,394460,"Chattanooga, TN",msa,102,32.0,15.0,51.0,175012.0,165683.00475206596
Green Bay,WI,2019-05-31,394646,"Green Bay, WI",msa,157,10.0,51.0,46.0,174104.0,141415.1631214064
Greenville,NC,2019-05-31,394651,"Greenville, NC",msa,259,37.0,14.0,52.0,141445.0,174830.65595728002
Huntsville,AL,2019-05-31,394698,"Huntsville, AL",msa,114,33.0,10.0,60.0,176790.0,197459.30858383817
Indianapolis,IN,2019-05-31,394705,"Indianapolis, IN",msa,34,33.0,8.0,53.0,171326.0,152127.5854255663
Joplin,MO,2019-05-31,394729,"Joplin, MO",msa,243,34.0,22.0,39.0,121694.0,
Monroe,MI,2019-05-31,394873,"Monroe, MI",msa,283,33.0,15.0,50.0,169871.0,138414.88118477713
Myrtle Beach,SC,2019-05-31,394898,"Myrtle Beach, SC",msa,117,35.0,34.0,44.0,179192.0,221023.5969387008
Naples,FL,2019-05-31,394901,"Naples, FL",msa,147,36.0,78.0,33.0,311764.0,435554.33973286377
Norwich,CT,2019-05-31,394924,"Norwich, CT",msa,185,45.0,24.0,50.0,227113.0,192182.40516510519
Salinas,CA,2019-05-31,395050,"Salinas, CA",msa,125,31.0,19.0,52.0,582575.0,426600.18498081836
Santa Rosa,CA,2019-05-31,395068,"Santa Rosa, CA",msa,112,27.0,13.0,62.0,603939.0,500896.7440535908
Savannah,GA,2019-05-31,395070,"Savannah, GA",msa,138,34.0,25.0,53.0,203919.0,139168.22650799723
Tyler,TX,2019-05-31,395174,"Tyler, TX",msa,201,30.0,19.0,47.0,201648.0,205503.0995263022
Waco,TX,2019-05-31,395197,"Waco, TX",msa,178,30.0,18.0,53.0,176835.0,108392.45164477007
York,PA,2019-05-31,395244,"York, PA",msa,122,37.0,14.0,56.0,169907.0,172000.00843939895
Abilene,TX,2019-06-30,394299,"Abilene, TX",msa,251,24.0,36.0,44.0,166479.0,129164.3871417882
Bridgeport,CT,2019-06-30,394415,"Bridgeport, CT",msa,60,51.0,27.0,42.0,382272.0,150005.37358173393
Clarksville,TN,2019-06-30,394471,"Clarksville, TN",msa,163,36.0,16.0,54.0,170019.0,143846.01801982993
Dubuque,IA,2019-06-30,394542,"Dubuque, IA",msa,396,33.0,21.0,51.0,167963.0,117796.2664002723
Lancaster,PA,2019-06-30,394768,"Lancaster, PA",msa,104,41.0,9.0,60.0,201250.0,158168.46786926998
Lexington,KY,2019-06-30,394792,"Lexington, KY",msa,110,37.0,11.0,64.0,181361.0,158608.65895314026
Madison,WI,2019-06-30,394816,"Madison, WI",msa,88,32.0,23.0,58.0,258814.0,268721.0956848231
McAllen,TX,2019-06-30,394843,"McAllen, TX",msa,67,21.0,86.0,36.0,149130.0,142311.27023222612
New Haven,CT,2019-06-30,394908,"New Haven, CT",msa,68,47.0,18.0,46.0,212133.0,157863.84304476425
Providence,RI,2019-06-30,395005,"Providence, RI",msa,39,39.0,21.0,56.0,278011.0,214414.2692502925
Reno,NV,2019-06-30,395019,"Reno, NV",msa,113,35.0,13.0,57.0,355237.0,385977.22890557436
Spartanburg,SC,2019-06-30,395109,"Spartanburg, SC",msa,160,34.0,18.0,47.0,152480.0,106938.63279111922
Spokane,WA,2019-06-30,395113,"Spokane, WA",msa,100,23.0,19.0,63.0,240978.0,273129.56428281986
College Station,TX,2019-07-31,394483,"College Station, TX",msa,189,24.0,46.0,41.0,227150.0,271160.2993676173
Columbus,GA,2019-07-31,394488,"Columbus, GA",msa,158,35.0,30.0,39.0,144505.0,182172.22525448984
Columbus,OH,2019-07-31,394492,"Columbus, OH",msa,32,34.0,6.0,58.0,188532.0,180488.29058795632
Des Moines,IA,2019-07-31,394531,"Des Moines, IA",msa,84,37.0,22.0,51.0,183948.0,143775.19770943152
Durham,NC,2019-07-31,394549,"Durham, NC",msa,95,36.0,10.0,55.0,245049.0,282196.6948138842
Fayetteville,NC,2019-07-31,394589,"Fayetteville, NC",msa,109,37.0,17.0,55.0,152783.0,118385.23539422818
Gettysburg,PA,2019-07-31,394630,"Gettysburg, PA",msa,382,42.0,28.0,44.0,195004.0,255005.5954850594
Hickory,NC,2019-07-31,394679,"Hickory, NC",msa,150,38.0,15.0,51.0,155573.0,148976.4485677363
Longview,WA,2019-07-31,394804,"Longview, WA",msa,368,35.0,10.0,72.0,252540.0,249047.49239472393
Philadelphia,PA,2019-07-31,394974,"Philadelphia, PA",msa,7,42.0,19.0,53.0,223065.0,204297.58564574627
Rockford,IL,2019-07-31,395033,"Rockford, IL",msa,153,38.0,13.0,45.0,121633.0,92719.95090660703
Tuscaloosa,AL,2019-07-31,395171,"Tuscaloosa, AL",msa,188,33.0,30.0,43.0,171659.0,144527.8398367634
York,PA,2019-07-31,395244,"York, PA",msa,122,39.0,14.0,57.0,169419.0,174137.49577324287
Youngstown,OH,2019-07-31,395245,"Youngstown, OH",msa,106,22.0,43.0,31.0,102422.0,26282.540403730825
Birmingham,AL,2019-08-31,394388,"Birmingham, AL",msa,51,32.0,15.0,51.0,177241.0,40519.80578936759
Cape Coral,FL,2019-08-31,394440,"Cape Coral, FL",msa,78,36.0,64.0,41.0,224173.0,284713.1884505991
Erie,PA,2019-08-31,394572,"Erie, PA",msa,184,39.0,33.0,35.0,124223.0,124814.90202819524
Greenville,SC,2019-08-31,394653,"Greenville, SC",msa,61,37.0,18.0,51.0,193034.0,192172.4863361957
Hilton Head Island,SC,2019-08-31,394681,"Hilton Head Island, SC",msa,216,40.0,50.0,43.0,284881.0,454137.2532291264
Memphis,TN,2019-08-31,394849,"Memphis, TN",msa,44,32.0,14.0,63.0,164305.0,93895.6500670132
Monroe,MI,2019-08-31,394873,"Monroe, MI",msa,283,36.0,16.0,49.0,162689.0,137586.60480312584
Peoria,IL,2019-08-31,394972,"Peoria, IL",msa,136,34.0,45.0,35.0,110180.0,46130.60276929323
Phoenix,AZ,2019-08-31,394976,"Phoenix, AZ",msa,11,29.0,23.0,66.0,271832.0,260513.776400148
Portland,OR,2019-08-31,394998,"Portland, OR",msa,25,32.0,15.0,61.0,387467.0,461678.14446245553
Seattle,WA,2019-08-31,395078,"Seattle, WA",msa,15,30.0,11.0,58.0,452951.0,697947.3756420146
Cape Coral,FL,2019-09-30,394440,"Cape Coral, FL",msa,78,36.0,60.0,41.0,225558.0,285159.6434263732
Detroit,MI,2019-09-30,394532,"Detroit, MI",msa,14,34.0,20.0,43.0,173534.0,44944.36831400462
Dover,DE,2019-09-30,394539,"Dover, DE",msa,244,40.0,35.0,55.0,218617.0,233476.81873574984
Fresno,CA,2019-09-30,394619,"Fresno, CA",msa,57,34.0,17.0,57.0,266587.0,239516.032126866
Greensboro,NC,2019-09-30,394648,"Greensboro, NC",msa,76,37.0,11.0,53.0,152958.0,176833.342149035
Joplin,MO,2019-09-30,394729,"Joplin, MO",msa,243,33.0,28.0,37.0,123315.0,
Kalamazoo,MI,2019-09-30,394732,"Kalamazoo, MI",msa,190,37.0,14.0,40.0,164318.0,114578.88445763552
Los Angeles,CA,2019-09-30,753899,"Los Angeles, CA",msa,2,32.0,23.0,64.0,636557.0,700921.1637614421
New Bern,NC,2019-09-30,394905,"New Bern, NC",msa,341,38.0,23.0,42.0,158970.0,213533.00586235788
Oklahoma City,OK,2019-09-30,394935,"Oklahoma City, OK",msa,42,32.0,21.0,53.0,163548.0,118496.10876903836
Providence,RI,2019-09-30,395005,"Providence, RI",msa,39,40.0,28.0,56.0,282151.0,214415.57630669326
San Diego,CA,2019-09-30,395056,"San Diego, CA",msa,17,30.0,24.0,57.0,568576.0,552954.4729338441
Seattle,WA,2019-09-30,395078,"Seattle, WA",msa,15,31.0,12.0,56.0,451908.0,696436.5320272812
Waterloo,IA,2019-09-30,395210,"Waterloo, IA",msa,261,39.0,31.0,27.0,143382.0,69971.22137007776
Des Moines,IA,2019-10-31,394531,"Des Moines, IA",msa,84,37.0,32.0,47.0,188369.0,144580.91913264256
Gettysburg,PA,2019-10-31,394630,"Gettysburg, PA",msa,382,43.0,38.0,44.0,200685.0,256611.62274923013
Jamestown,NY,2019-10-31,394719,"Jamestown, NY",msa,328,49.0,64.0,18.0,113097.0,114261.30215928859
Kalamazoo,MI,2019-10-31,394732,"Kalamazoo, MI",msa,190,37.0,19.0,35.0,164887.0,115529.18233094046
Orlando,FL,2019-10-31,394943,"Orlando, FL",msa,22,30.0,27.0,51.0,242875.0,237098.50297926285
Oxnard,CA,2019-10-31,394952,"Oxnard, CA",msa,71,33.0,24.0,59.0,598061.0,474068.63207870105
Pensacola,FL,2019-10-31,394971,"Pensacola, FL",msa,111,36.0,27.0,50.0,192220.0,142767.33131208527
Port Angeles,WA,2019-10-31,394994,"Port Angeles, WA",msa,463,39.0,19.0,48.0,290190.0,253404.95187522462
Raleigh,NC,2019-10-31,395012,"Raleigh, NC",msa,43,36.0,13.0,56.0,264367.0,341861.66745854996
Saginaw,MI,2019-10-31,395047,"Saginaw, MI",msa,233,34.0,25.0,41.0,103266.0,31286.57814338585
San Antonio,TX,2019-10-31,395055,"San Antonio, TX",msa,24,21.0,42.0,52.0,221478.0,197298.26705732328
Sebastian,FL,2019-10-31,395079,"Sebastian, FL",msa,274,28.0,66.0,36.0,226533.0,243339.24710591006
Tulsa,OK,2019-10-31,395169,"Tulsa, OK",msa,56,31.0,31.0,51.0,157986.0,144803.33101759295
Wichita,KS,2019-10-31,395224,"Wichita, KS",msa,94,33.0,19.0,37.0,158793.0,88254.1225621973
Ann Arbor,MI,2019-11-30,394332,"Ann Arbor, MI",msa,148,32.0,32.0,41.0,265033.0,381069.098827068
Augusta,GA,2019-11-30,394352,"Augusta, GA",msa,96,30.0,29.0,49.0,160187.0,102179.06125378085
